# ε=64
# n=1000000
data_index,key,slope,intercept
27306,1281472662568006,1.3815548221675523e-11,27365.91516070113
27799,1308141016920736,1.0987002809907978e-11,27779.428252179151
28141,1335174055599075,4.1839336596641499e-10,28200.481922462539
28366,1335773422968948,4.902692251923905e-11,28314.805717727466
28566,1339584598611197,8.3987540922946582e-11,28543.72357611759
29313,1347971625684581,1.2893402730129129e-10,29297.692931062648
29789,1351279939607113,1.177187331931343e-10,29765.588789263887
30048,1353129796845081,9.1325572599218017e-11,30062.971941607629
30469,1356869007590877,6.1303915050862146e-10,30522.800855062672
30786,1357554630705912,3.9670905274658441e-11,30726.661230100678
31281,1373687475260632,4.2408833336137997e-11,31242.806885988069
31611,1380845838804529,6.9097050080754124e-10,31671.158909629492
31829,1381213358036257,1.6505071835027036e-11,31860.819639360782
32291,1403353437500033,2.3197015848733219e-11,32301.530025296622
32694,1417488975568169,2.1818998820238004e-11,32722.610993878406
33035,1434980859340512,1.1196432695299626e-11,33002.309395140949
33311,1456754125828750,3.0572978478996078e-11,33257.973021674459
33725,1469910964957471,4.4883497095409934e-11,33781.160994751362
33944,1476685056883949,3.383565237656159e-11,33880.102986705988
34308,1487414169467214,4.830945963022652e-11,34349.791949065027
34734,1494025677856490,4.0487646582904805e-11,34782.811004679656
35433,1508485420463639,3.1780419720343366e-11,35494.225192087177
35881,1523033831989704,1.2852729988749122e-11,35918.037261457522
36301,1557973688445915,6.6110059114940009e-12,36248.530465406616
36601,1601505635210969,3.3266519320460885e-11,36566.1871008008
36805,1606744831132504,7.232928759327482e-10,36864.332086068826
37051,1607142648021598,6.1556870945643299e-12,37110.25822452955
37629,1704502393387837,3.7165431022140686e-11,37578.596203147242
37863,1710407538991539,2.699435625703923e-10,37925.590116887283
38224,1711847062455012,1.7029780384797475e-11,38204.227339752714
38532,1727292978279020,1.7329497799438398e-10,38544.432548647191
38757,1731784412893447,1.1995691816136744e-11,38718.435823974259
39209,1767285931204553,3.8974293801350228e-10,39272.430432255294
39461,1767936637488133,1.7619596042226136e-11,39408.981743158525
39680,1779645593487115,1.9210984766135696e-10,39681.66319184404
39952,1781414618486634,2.1357671990414921e-11,40015.688700428315
40150,1791368793920026,2.5244860892330113e-11,40108.131736344129
40580,1813468520415439,6.2489872234210439e-12,40527.000199797407
40868,1857693019271412,4.6903797328327417e-11,40806.512443841618
41256,1865894391272085,3.1215883114059591e-10,41319.732824345112
41451,1866615383603117,1.0714611010207275e-11,41514.957551349304
41866,1905691068857636,1.6174055010423809e-11,41803.658612544218
42220,1927419651426365,4.5127207969916643e-10,42187.089583422561
42529,1928034043643552,7.5253391716213787e-12,42550.040797691881
43027,1982842397522719,3.7065043876506934e-11,43000.313148212596
43488,1994262735526926,8.0390858612296265e-11,43440.223263478964
43775,1997625937956412,1.2789504017664491e-11,43832.96381339195
44015,2018062117009735,9.4460541749877561e-12,43951.598697260439
44437,2062592567108867,6.6406632889896524e-12,44500.848743383956
44725,2106148500892155,1.309662742720701e-11,44661.005975111809
45292,2149367005145502,9.0174583357265888e-12,45278.671695729365
45625,2180598639017229,9.4510137199162758e-11,45679.898366961938
46008,2184994704097800,2.0578415012539129e-11,45944.821815487014
46207,2194586026817919,2.4081885838895685e-10,46246.200618792316
46447,2196173874551424,6.8834225176154762e-12,46431.661574044456
46949,2261958454387298,1.4522956450799932e-11,46983.019063718583
47490,2292406774916704,5.629491549872898e-11,47495.478871802317
47864,2297803989229684,3.3212232375596016e-10,47925.952907628552
48251,2299030145121310,2.0350730598346803e-10,48200.028014520313
48633,2301524729251662,6.0492758696146874e-11,48696.812959671342
48913,2306380307094593,3.6501438643065667e-11,48868.804856415423
49241,2314798593133429,2.9755382771310033e-11,49282.349416978186
49692,2331426651030788,1.9414415613633931e-11,49628.479679935873
50198,2357424002528581,6.2676761976061621e-11,50251.492360727097
50604,2364963604753163,3.0339820664157699e-11,50641.177336905476
50935,2378039464075398,8.7124775404528829e-12,50895.741697024784
51237,2409782952079006,2.6814039035427098e-10,51287.152869012411
51585,2411434997092497,3.8067008530241038e-11,51644.413041921333
52033,2423590220739709,4.1196565160616782e-11,51971.055637090929
52233,2428382188597732,1.6141289816223696e-11,52199.848153166765
52589,2448485307688147,2.9868113907077374e-11,52620.915399221628
53037,2464653010284995,6.6243870853669255e-11,52979.170214434541
53824,2476428648523427,3.7260170944764866e-10,53768.593274884419
54078,2477084742528899,6.9461187132019205e-10,54141.937114380335
54319,2477434612402529,1.9466629572333189e-11,54272.733111006406
54828,2502624702444519,7.8630541320310173e-11,54806.936560624186
55310,2508199617263109,3.6532717021626433e-11,55322.98168215347
55546,2512535704655772,2.4650221507494636e-10,55526.940951794786
55871,2514692022743856,3.2530077253468751e-11,55811.123319513212
56467,2532859502022422,1.0693551926457578e-09,56491.153169453364
56668,2533314197026695,1.2667036153185081e-10,56604.024140678667
56980,2535769776225337,4.3437896054662465e-10,57043.99193517569
57168,2536256982514486,5.2933535849329657e-11,57105.208216803201
57525,2542965196891855,1.4501218719496524e-10,57493.836776202248
57832,2544850010870342,3.0231246364908162e-11,57890.743416806471
58326,2557112303137577,8.3139247381697722e-11,58360.688627471356
58685,2562077540683215,1.0495973401133199e-10,58623.353793775222
58963,2564697306686621,2.6738097739347486e-11,59015.3684840539
59273,2576914295586867,1.5360097426638184e-11,59211.008351472264
59586,2597104918142394,5.7879228089175414e-11,59550.179391904018
60070,2604968516445533,8.4992774149403887e-10,60007.753484924202
60318,2605257259151469,3.0365206730773674e-09,60370.311083104128
60693,2605536765372998,9.4474554280569014e-11,60715.945566664697
60971,2607549412008257,1.7670825464480433e-09,60909.087138440089
61349,2607761844473015,9.0403435686239721e-09,61412.932965536105
61548,2607794248024856,5.1878448166213709e-11,61489.798559557456
61836,2613218066806051,3.8794652806201214e-10,61778.821512129466
62042,2613730058814173,6.1194781533163942e-11,62101.042790951791
62658,2621776931030108,7.6607366879178483e-09,62624.534151596075
62967,2621813190295648,5.996434342072725e-10,63030.88345508911
63351,2622466200443483,1.468458294187669e-10,63411.031849216088
63525,2623981380896427,6.5654354125449876e-11,63550.086343653842
63796,2630166122152520,2.8317318519124817e-12,63733.598483130335
64010,2704933811990815,1.188858417870645e-11,63972.099110341794
64401,2735584782022235,3.4850473989706829e-11,64379.824195121436
64763,2744716041740193,4.2989305962059436e-10,64824.80707652967
65019,2746078303981983,1.8404523962470552e-11,64963.94075933649
65343,2763168512048888,4.3163974988003275e-12,65391.972741817803
65796,2841763380834688,4.4276886106306303e-11,65778.036737675005
66451,2855496734493755,3.2495862558477224e-10,66511.868798653288
66673,2856259521672527,6.7564131606097362e-10,66634.592693118113
66915,2856981881103193,7.9651459070264401e-12,66943.307791703877
67439,2931999704371724,6.4424326537929116e-12,67375.83976768416
67601,2956879739121868,1.2436758183705263e-10,67659.535292868374
67841,2958964580460282,2.029108324365746e-11,67786.091596829682
68207,2976529492268862,6.0272859849822731e-10,68143.35760053325
68483,2976985647179272,1.0159437751862026e-11,68435.00303130673
68739,3000541570604387,8.81595044378273e-11,68781.801767791267
69150,3003985762756716,6.6871863743156288e-11,69213.853123173726
69615,3012345094327818,9.4457195916613745e-11,69556.773448499648
69828,3014533479165444,1.9541170905073927e-10,69766.838300214978
70246,3016653689491986,1.3337396531449788e-09,70232.802147914546
70705,3016959014151894,4.2384912468122563e-10,70762.943916601527
70924,3017731514920351,1.0651511406081593e-11,70863.246292102853
71242,3047206857722943,1.7621435038919382e-10,71253.417162057023
71831,3050117336131464,1.7082129146633161e-10,71838.788798889953
72153,3052648388061178,1.9604339978680381e-11,72100.672903028398
72357,3062416337444763,6.3945879131467633e-11,72407.116368160143
72753,3066810263021332,8.495560668434823e-12,72799.764939385542
73264,3113862263387469,7.2538219409581487e-11,73250.28863293115
73758,3119967374929684,8.0218151267737344e-10,73707.446621148106
73978,3120224666021558,3.1622651123166018e-10,74039.982663190623
74157,3120871471569780,6.7516449546474301e-11,74095.496521389891
74516,3126137472990906,3.8600339163965657e-10,74552.96287446395
74784,3127905002793125,5.0120788657410724e-11,74757.234381815964
75151,3138454236959344,2.4071703739797281e-11,75214.506437824922
75329,3146703924107161,2.3737250269820397e-11,75313.315999068065
75611,3163099443992604,8.3386358537084191e-12,75548.63192160109
75873,3194272610372766,4.0068245572330714e-11,75854.175358546749
76198,3201236785741296,2.9099374640591057e-10,76175.082379852488
76620,3202543455296512,3.3557036864486074e-09,76681.994028799059
76927,3202637741833959,2.541658581055288e-11,76874.275339339549
77129,3210112749341625,2.3181178404381407e-11,77176.693448457555
77656,3228005883514973,1.3397338161761483e-10,77597.279286144762
77868,3229546596793245,2.9338698832371833e-09,77804.161864307155
78118,3229631466055279,9.1550235792762588e-11,78173.88602585602
78485,3234307405284893,5.3922299176861027e-12,78423.771038931976
78741,3281101057270619,2.0178955257555426e-11,78689.308341818105
79221,3304254032847033,2.187888504372416e-11,79161.941006141485
79505,3316965079187419,5.1548357413358172e-11,79513.350856288367
80007,3325287709879103,1.6166103370786403e-11,80058.323252001099
80442,3345012896962537,6.5542490561894885e-11,80504.223186712938
80717,3349324791023567,2.0163489845408517e-11,80770.908820794663
80926,3360610249296133,8.3042663870797208e-12,80864.080849835317
81166,3389176759188234,1.7669151100126683e-11,81116.486813943944
81417,3402508992619873,4.7964670159999409e-11,81474.703689650015
81720,3409844187291647,1.2694777549431608e-11,81708.043519831782
81998,3439780325629125,1.7735264680229206e-11,81935.003472393352
82176,3449723430072735,1.0079761647157572e-10,82130.710202133561
82568,3453420944065279,9.415501678961283e-12,82569.138233279183
83062,3498913160237329,3.9601997918477712e-12,83120.499523860224
83467,3570051295590030,1.0035033844622733e-11,83489.728636731994
83884,3602877032829427,4.5850481318350884e-11,83880.04959018707
84475,3614437340168287,1.4241979806291104e-10,84431.188933614235
84956,3618799071876932,1.3296522957705424e-10,84909.666294510107
85357,3623429309324598,4.763983132784891e-11,85383.576412509971
85791,3635130005964041,4.4624910653769532e-11,85727.430254881089
85996,3639712338313695,8.3898286963247561e-11,85977.720404073633
86300,3642782141608202,3.1910194099182321e-11,86308.185949495994
86655,3651621659890967,7.6457015974330181e-10,86701.685484708791
87111,3652072588696199,7.6540411193689999e-11,87173.632191358415
87398,3655906268278135,1.5313595079216585e-11,87344.645222960683
87719,3676118989422049,4.3132361423272966e-11,87781.645419212152
88198,3687579037009007,8.1313474078107868e-11,88214.364633659881
88435,3691865273196130,1.8398833306496876e-11,88371.480086235437
88878,3715875798317324,8.615425545367386e-11,88941.822667498423
89151,3719149757513764,1.168314591541147e-10,89191.982452939973
89479,3722445778979182,1.1750495499485068e-11,89416.050764444856
89673,3738785279458393,4.6490869488327242e-10,89724.1617408178
89873,3739334119712580,2.152967930587856e-11,89831.072195162901
90107,3749147184348199,3.0078534912792362e-11,90121.036269887091
90375,3755452582683358,6.7698458420688308e-10,90335.875035489226
90699,3755893395433578,1.4772727430755843e-11,90761.832250894449
90987,3775787244689065,5.1789569895374278e-12,90934.984598892052
91361,3845508284302606,2.0517841144149914e-11,91356.530156921883
91852,3866494442226856,4.4011327814632271e-11,91805.361204819143
92156,3872989471667456,1.2620865718818533e-10,92217.833811963716
92485,3875735702588218,1.7180101575620076e-11,92524.922503323688
92752,3892913719492379,7.6303512980962618e-11,92688.091932781468
93070,3897068510129072,7.2804985454760577e-11,93011.408661837624
93283,3899908032170750,6.7199951558731731e-11,93313.224100912229
93754,3908125253716691,8.8326856363894659e-11,93690.165768604657
94412,3915563585899692,3.2039651610248643e-10,94459.269087905572
94730,3916742022344776,2.9700723577210194e-11,94790.297155453003
95441,3941940284056134,2.4490321093035576e-11,95377.503863481436
95677,3951518632814990,1.5236714489570685e-11,95700.238168994487
96197,3979876611459541,2.7554937935277434e-11,96198.292338307272
96431,3985979974164151,1.7469562487866399e-10,96492.50462481738
96680,3987500201751569,2.406934704758515e-11,96618.848716194497
96950,3998576194118748,8.3509640112361811e-11,96887.84707205622
97157,4001022301808585,5.8617391093650796e-10,97218.18983662389
97422,4001504326680268,1.6674887937866338e-10,97452.11879182449
97677,4003341964268711,6.3440454438122131e-12,97623.136768745538
98050,4060430900355803,1.3122355777516669e-10,98045.476295954651
98369,4062404300586524,6.1732885056093719e-11,98428.874826617701
98632,4066964218805321,5.2803244027181884e-11,98568.193344516893
99061,4075068290961672,2.7752597621002644e-11,99048.287675311518
99485,4088474532771993,2.8358057090461348e-11,99422.974771415428
99741,4097408358804483,2.8209487688697053e-10,99786.644032989386
99883,4098821631679902,2.9421335374093508e-11,99845.372092699779
100331,4113123722078384,7.6102488037088043e-12,100317.41729134215
100587,4140030955572954,6.0020667757013308e-12,100567.59808938862
100914,4186970140362274,4.5313064883599115e-11,100901.87598289158
101328,4194942360283819,1.4075043161895735e-10,101268.26327870136
101575,4196661541800639,4.5743267561413237e-10,101638.27077447809
101785,4197133541493157,4.3739302689079617e-11,101846.96088793018
102567,4215110703217741,2.0008768726786633e-11,102624.39253945416
103005,4237952712606032,2.6432103975165832e-11,102941.23301254879
103265,4247746669338198,2.6661575451843422e-10,103213.64279603975
103493,4248551808447986,1.2047869985027212e-11,103531.78697548523
104104,4290682999801991,2.219544798506388e-10,104094.28366383355
104405,4292418679040424,2.3621985552438277e-11,104464.26938015416
104741,4307518068872547,7.6754689927187288e-12,104709.56927541113
105175,4359771593966393,4.0555839339959174e-11,105111.92688991501
105412,4365569408788471,5.1263694440771699e-11,105470.41945283493
105816,4373659340570052,4.5668041649533103e-12,105869.53335100671
106208,4433576474005170,5.5218764521497999e-12,106261.33630452955
106605,4484109233187759,4.515885338063452e-11,106570.3732110247
106782,4487362167350693,5.2395256524088066e-10,106728.92724966511
107051,4487852886432145,2.7011953380273886e-09,107055.13516911614
107343,4488113573416833,3.6959599958574864e-11,107285.34852441345
107652,4496281887013285,1.1006793721139758e-10,107662.39914581995
107976,4498540592726212,5.0790106511250824e-11,108037.70402893475
108280,4504760661117874,1.5167131643990749e-11,108245.60211558355
108507,4517727247703725,5.5605950973798824e-11,108569.15874101502
108779,4522731668750115,5.3213021571766355e-12,108757.22154635476
109229,4599181680058154,3.1950346442772778e-11,109277.32766076922
109864,4620286080058769,5.9282598487054974e-12,109800.44222351992
110148,4667968319992691,1.0620322443438561e-10,110208.79751108433
110408,4670577877258869,2.0513257584054203e-11,110371.28972975318
110994,4697781586328874,1.7124340900419559e-11,110974.52710045772
111276,4711599752743555,2.2831346187810507e-11,111293.40313057597
111788,4730434462999170,4.9660824963037559e-10,111834.88851478274
112213,4731425541582814,1.2796137677466076e-10,112245.6018707073
112495,4733964893923908,1.4656936912765988e-11,112431.48427425885
113004,4768610593855558,1.2308744503201626e-11,113041.8460203014
113726,4818948738992359,1.9581115772779528e-10,113787.72306205427
113973,4820538081334357,2.2768133956967821e-11,113910.05204556095
114377,4838208167959304,1.0840186182241757e-10,114420.92930007309
115058,4843485602760939,8.0781600293059165e-11,115000.12143242717
115323,4846682541457314,8.6362682040436235e-10,115261.78170596538
115535,4846924201934417,1.8297512731272679e-09,115597.83312956137
115729,4847044470562841,2.5544073197292612e-11,115697.07631354306
116048,4858240908277010,4.3630706802291343e-11,116039.20786140484
116585,4869261689105473,8.2764524501035227e-11,116636.47382889669
116817,4872631095315970,6.5130768980434714e-12,116753.20726290014
117189,4929574430734802,9.2574816483278468e-11,117127.70732957975
117470,4932573535199951,1.6522242198126401e-10,117530.99868612368
117799,4934640580783607,7.6313524473743763e-12,117861.54073025485
118030,4966802466909813,9.0305649731559035e-12,118046.49319293172
118425,5001544769001448,2.0860095171203929e-10,118370.48058146652
118718,5002901143633289,1.6283809967521031e-11,118779.91769755162
119158,5030505162764075,1.3898620679705737e-11,119170.21512049476
119763,5068493168124724,3.5588073391525798e-11,119715.00061567805
120266,5082152696642127,1.3944856140277719e-10,120329.30979011047
120496,5083839553333676,1.170991990420384e-10,120443.66416819847
120832,5086602058095710,6.7323562936037293e-11,120777.5467275979
121070,5089986075566488,8.9051384509532949e-11,121113.34278796552
121408,5092568532355297,1.3081865961613238e-11,121462.56160002112
121628,5124202318805884,7.2220111413907412e-12,121569.94603945459
121826,5150724882994001,1.0274659473630032e-10,121768.77875552345
122097,5153288698732630,7.6741731651880311e-11,122054.22670777091
122355,5156362520715328,4.2446901841813571e-11,122418.75057830016
122907,5169570195433201,1.2858771496692395e-10,122843.49541031085
123329,5172841166674588,8.9959812082066239e-12,123365.0532061822
123725,5205667369707010,4.8219055204753835e-11,123723.64274821805
124148,5213125622328574,1.8814989309543561e-10,124186.58767821812
124395,5214603548751784,6.0528831266531335e-11,124352.87148167558
124648,5218410859747498,4.9594286645130444e-11,124702.81131050818
125223,5227589226853813,1.8970265889491677e-10,125286.3990245871
125658,5229951184581073,2.0389981683922672e-11,125653.12215994548
126009,5244239961540308,6.7314598800259438e-10,126068.83254230757
126299,5244686292479853,2.4182481172253361e-11,126257.65562360711
126586,5255585629346623,8.3991157531708157e-11,126646.76731769869
127163,5262583899731488,5.2911775989911573e-11,127100.11856137052
127452,5268011782929402,1.1690689061241561e-10,127412.93876824931
127643,5269427965760206,1.4890361091785634e-09,127645.39819080602
127860,5269780331703438,6.7632160066758481e-11,127796.70583196155
128156,5274136358298134,8.5583470512592367e-11,128137.97421573378
128660,5281083374927123,4.083141136928642e-11,128617.97798860698
128925,5287012520469808,9.7252160536213141e-10,128968.59085071736
129416,5287405913421388,4.3928802434065695e-10,129450.82486337223
129746,5287930769510439,1.4232720949292697e-11,129794.0522079194
130167,5309590584127158,7.4977928551185815e-10,130115.19357064228
130611,5310165352442184,3.7831821478155414e-10,130673.74800648145
131039,5311351071456982,2.587079141590333e-09,130975.79896045648
131225,5311422338283192,7.4544503058794853e-10,131281.45287491336
131464,5311814310748408,3.0429042611404901e-10,131508.97090965729
131715,5312768356331524,1.9429256687224464e-11,131670.43068208382
132116,5332377317003614,5.7329020784398784e-11,132147.07061125251
132526,5340624910776568,4.3090112473364623e-11,132479.20340969536
132789,5346314899210729,9.2937092354725019e-11,132852.63861555471
133025,5349244226464643,7.3027125660854166e-11,132975.47152940932
133486,5355351636419182,1.9157388845610849e-10,133549.88574119992
133670,5356387723333873,1.3521863234432754e-10,133663.29680314383
134075,5359955921406204,4.6359701358419655e-12,134045.58497225955
134460,5435374335696488,9.634317106293633e-12,134409.89918035066
134719,5460715273026525,1.0292476853058431e-10,134657.28057596737
135035,5463753944125027,7.1597557695374694e-11,135080.82280271232
135735,5474314492074061,9.5569518814157198e-12,135699.13828868869
136117,5511239182046676,6.7402075692249455e-11,136062.95997417772
136523,5517103363837480,8.8926959549910373e-10,136577.93317451757
136904,5517397485368257,4.4172271442872546e-10,136922.83948029802
137151,5519490901288939,1.2107111354692066e-11,137150.78339410492
137522,5544789341082436,3.6816261150573075e-11,137585.1403941308
137839,5553483107516512,1.0794275864945271e-10,137790.64461285216
138248,5558663329556342,2.4386785909602854e-11,138203.15381477796
138709,5576752750502908,1.3344839096236599e-10,138657.13097021789
138976,5579714127435622,4.9142739805399706e-12,138994.71768582324
139361,5641022458328137,4.8076410044267984e-11,139315.37765761097
139638,5646382444965773,5.4246845099131586e-11,139700.72280125836
139847,5650393192715124,2.3249476906008506e-11,139888.28108309124
140212,5667381808498526,1.4008868613033193e-11,140149.72161605033
140426,5682475155246960,3.363441582855493e-10,140393.49884660418
140746,5683331095363073,1.3579917685328246e-11,140809.99850754817
141024,5704097875808425,7.2783225165708817e-12,141055.63110978214
141405,5743197343576930,1.8318325542637259e-11,141413.43014088155
141831,5762458634417660,5.8141249270875402e-12,141838.36344460878
142152,5805268788183005,1.7692618125005451e-11,142149.59063533435
142623,5828364358778471,4.275461170742881e-11,142582.46432446549
143066,5838167228384274,1.8632221115109949e-11,143128.65671618551
143510,5855165469977051,2.0669510567639571e-11,143559.11719190039
144241,5885023245123365,5.0019340569584602e-11,144223.15511038539
144603,5891325565104879,7.6383555210368396e-12,144666.9094905037
144919,5938092127717227,4.5647289162704592e-12,144855.10784549016
145159,5990443767297171,6.798607959811602e-12,145150.43117829493
145475,6028659557262598,6.4066740514708955e-11,145528.76417145239
145794,6034155868249372,1.2219346473958107e-10,145792.12512989966
146120,6036307814218405,2.1954123741505706e-11,146171.21469100055
146699,6057408689755661,4.8844673441519848e-10,146638.46792696267
146952,6057918069754434,2.6313371503217293e-10,146921.60674481941
147233,6058855586760275,1.326945403794661e-09,147291.03164096753
147608,6059179583538236,4.9174886453362257e-11,147618.95652465613
147897,6066823779749477,1.827711614917493e-11,147833.83972091797
148364,6092276954770131,9.9300508112251214e-11,148426.4287787105
148766,6096406266015361,3.6215596724159936e-11,148703.96634894704
149069,6104701929552500,5.1176764312630293e-11,149037.84697291122
149316,6108870938688429,7.8270019448936539e-12,149365.5459144789
149815,6158021827609825,2.4762834138855918e-11,149808.99036432028
150208,6171513967528414,1.4642515227411024e-10,150147.83673982554
150446,6173108494831385,2.4062190988449078e-10,150432.37977072794
150832,6174500064397811,2.4812019904420445e-10,150888.06094010686
151073,6175854405206764,9.2628445240637773e-11,151012.74669107098
151264,6177870319448724,5.4710575939134783e-11,151222.10527391413
151572,6183078271557268,2.289308491615637e-11,151588.47575227841
151958,6196381193986293,8.1436252221444367e-11,151938.37902599247
152256,6199489707056621,1.0224478727557533e-10,152317.97777516642
152515,6202140775685697,9.8399598531854801e-12,152454.14771772928
152830,6233773596131452,5.723203557820122e-11,152873.5890417604
153303,6240143686296985,1.8897862389372224e-10,153349.07806176529
153551,6241855788121370,2.0164457163837016e-11,153488.05080423478
153805,6254356316072420,1.088174895283094e-10,153742.29491887801
154034,6256440905574872,8.0336621261575778e-11,154081.3666008691
154258,6260152889300627,1.8334931940393131e-11,154195.19044064218
154645,6281151732523152,3.1465420244916705e-11,154693.06829677186
154917,6290698307726921,8.4537855694980786e-11,154870.43629030289
155230,6295852951052761,2.6992405501030334e-11,155166.35153937471
155476,6304922847607208,1.1440681049009954e-10,155514.64803065743
156127,6309710484879790,1.5494525096652471e-11,156190.87067811181
156392,6326888794955110,1.2407545131814405e-11,156330.05222624311
157229,6394134607034432,1.2999698829120373e-11,157255.38410672919
157727,6425470941872091,8.9933577543325852e-12,157668.12592265582
157968,6451604506474082,1.9503051846643085e-11,158031.24985364654
158201,6463873025549621,4.526834049387714e-11,158139.46335241843
158541,6474227757819591,1.3565124242787069e-11,158479.95116575747
158822,6494667411001720,1.4561272375164488e-09,158881.74644565737
159099,6494867747107451,6.2441962503259597e-11,159058.61262532711
159682,6506034249059914,6.1503883381137203e-11,159632.17642320225
159981,6510653657231292,4.3268418958371088e-10,159930.89333155268
160432,6511968033453787,3.2217999316717499e-11,160494.66120232577
160684,6520193268090192,2.4823352067433592e-11,160622.40454994414
160909,6529123672471106,6.0145156690523887e-10,160894.48004432789
161223,6529781405406528,5.2666246211298492e-11,161286.85422751156
161633,6537744408285675,1.5561613421224016e-11,161572.53307746813
161938,6557068768661461,1.2512893458264949e-10,161885.68997771786
162302,6559879774051471,4.117136781779965e-11,162365.65258805394
162674,6569187617107984,8.5166978380344768e-12,162618.79651001746
162922,6597168189958926,2.2937484330086046e-10,162929.93241289188
